"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0098930","axonal transport","2/24","69/18986",0.0289855072463768,22.9299516908213,6.49239506403424,0.00341174761589273,0.0207329278196558,0.00942029098801152,"MAPT/HIF1A",2
"BP","GO:0034612","response to tumor necrosis factor","3/24","243/18986",0.0123456790123457,9.76646090534979,4.8930171173062,0.00343600944815531,0.0208003637091394,0.00945093141214729,"MAPK1/TP53/PTGS2",3
"BP","GO:0048645","animal organ formation","2/24","70/18986",0.0285714285714286,22.602380952381,6.44176441968462,0.00350939032981721,0.0210031693981485,0.0095430789670468,"MAPK1/AR",2
"BP","GO:0051445","regulation of meiotic cell cycle","2/24","70/18986",0.0285714285714286,22.602380952381,6.44176441968462,0.00350939032981721,0.0210031693981485,0.0095430789670468,"CDC25B/CDC25A",2
"BP","GO:0072577","endothelial cell apoptotic process","2/24","70/18986",0.0285714285714286,22.602380952381,6.44176441968462,0.00350939032981721,0.0210031693981485,0.0095430789670468,"TERT/PTPN1",2
"BP","GO:0050769","positive regulation of neurogenesis","3/24","247/18986",0.0121457489878543,9.6082995951417,4.84463982413812,0.00359730517706625,0.0214329551026574,0.0097383580146651,"EGFR/MAPT/HIF1A",3
"BP","GO:1902808","positive regulation of cell cycle G1/S phase transition","2/24","71/18986",0.028169014084507,22.2840375586854,6.39217812622231,0.00360833294766257,0.0214329551026574,0.0097383580146651,"EGFR/TERT",2
"BP","GO:0030072","peptide hormone secretion","3/24","250/18986",0.012,9.493,4.80907488769055,0.00372128425204489,0.0220210828398162,0.0100055819432076,"EGFR/ALOX5/HIF1A",3
"BP","GO:0048863","stem cell differentiation","3/24","251/18986",0.0119521912350598,9.45517928286853,4.79735308028285,0.00376318690459346,0.0221859526464838,0.0100804928080626,"MAPK1/TP53/HIF1A",3
"BP","GO:0033002","muscle cell proliferation","3/24","252/18986",0.0119047619047619,9.41765873015873,4.78569676955564,0.00380537877882929,0.0223512954295549,0.0101556185762535,"EGFR/TERT/PTGS2",3
"BP","GO:0043523","regulation of neuron apoptotic process","3/24","254/18986",0.0118110236220472,9.34350393700787,4.76257808726969,0.00389063274774868,0.0227674064497886,0.0103446843429419,"TP53/TERT/HIF1A",3
"BP","GO:0071260","cellular response to mechanical stimulus","2/24","74/18986",0.027027027027027,21.3806306306306,6.24933201968425,0.00391292863223854,0.0228133846455236,0.0103655751687189,"EGFR/PTGS2",2
"BP","GO:0010833","telomere maintenance via telomere lengthening","2/24","75/18986",0.0266666666666667,21.0955555555556,6.20357806811325,0.00401703929996481,0.0231007418911684,0.0104961398865935,"TP53/TERT",2
"BP","GO:0071496","cellular response to external stimulus","2/24","75/18986",0.0266666666666667,21.0955555555556,6.20357806811325,0.00401703929996481,0.0231007418911684,0.0104961398865935,"EGFR/PTGS2",2
"BP","GO:0002790","peptide secretion","3/24","257/18986",0.0116731517509728,9.23443579766537,4.72837557318981,0.00402069874688057,0.0231007418911684,0.0104961398865935,"EGFR/ALOX5/HIF1A",3
"BP","GO:0051222","positive regulation of protein transport","3/24","257/18986",0.0116731517509728,9.23443579766537,4.72837557318981,0.00402069874688057,0.0231007418911684,0.0104961398865935,"EGFR/PTGS2/HIF1A",3
"BP","GO:0033044","regulation of chromosome organization","3/24","258/18986",0.0116279069767442,9.19864341085271,4.71709910626903,0.00406463926730066,0.0231011872026441,0.0104963422199888,"MAPK1/TP53/MAPT",3
"BP","GO:0033674","positive regulation of kinase activity","3/24","258/18986",0.0116279069767442,9.19864341085271,4.71709910626903,0.00406463926730066,0.0231011872026441,0.0104963422199888,"EGFR/MAPT/PTPN1",3
"BP","GO:1901136","carbohydrate derivative catabolic process","3/24","258/18986",0.0116279069767442,9.19864341085271,4.71709910626903,0.00406463926730066,0.0231011872026441,0.0104963422199888,"ALDH1A1/PKM/HIF1A",3
"BP","GO:0046883","regulation of hormone secretion","3/24","261/18986",0.0114942528735632,9.09291187739464,4.68363456488214,0.00419822506570417,0.0236907533019815,0.0107642196881755,"EGFR/ALOX5/HIF1A",3
"BP","GO:0006801","superoxide metabolic process","2/24","77/18986",0.025974025974026,20.547619047619,6.11468091315812,0.00422910994316308,0.0236907533019815,0.0107642196881755,"EGFR/MAPT",2
"BP","GO:0033135","regulation of peptidyl-serine phosphorylation","2/24","77/18986",0.025974025974026,20.547619047619,6.11468091315812,0.00422910994316308,0.0236907533019815,0.0107642196881755,"EGFR/PTGS2",2
"BP","GO:0051966","regulation of synaptic transmission, glutamatergic","2/24","77/18986",0.025974025974026,20.547619047619,6.11468091315812,0.00422910994316308,0.0236907533019815,0.0107642196881755,"EGFR/PTGS2",2
"BP","GO:0071900","regulation of protein serine/threonine kinase activity","3/24","262/18986",0.0114503816793893,9.05820610687023,4.67259942462417,0.00424334378763339,0.0236907533019815,0.0107642196881755,"EGFR/CDC25A/PTPN1",3
"BP","GO:0043536","positive regulation of blood vessel endothelial cell migration","2/24","78/18986",0.0256410256410256,20.284188034188,6.07148200973441,0.00433706365337638,0.0241287344096291,0.0109632224299581,"PTGS2/HIF1A",2
"BP","GO:0010001","glial cell differentiation","3/24","267/18986",0.0112359550561798,8.88857677902622,4.61829654439545,0.00447339053178733,0.0247998492639438,0.0112681526968752,"MAPK1/EGFR/MAPT",3
"BP","GO:0002534","cytokine production involved in inflammatory response","2/24","80/18986",0.025,19.7770833333333,5.98745346251486,0.00455679222762511,0.0248863616348986,0.011307460782812,"ALOX5/HIF1A",2
"BP","GO:0014032","neural crest cell development","2/24","80/18986",0.025,19.7770833333333,5.98745346251486,0.00455679222762511,0.0248863616348986,0.011307460782812,"MAPK1/HIF1A",2
"BP","GO:1900015","regulation of cytokine production involved in inflammatory response","2/24","80/18986",0.025,19.7770833333333,5.98745346251486,0.00455679222762511,0.0248863616348986,0.011307460782812,"ALOX5/HIF1A",2
"BP","GO:0071216","cellular response to biotic stimulus","3/24","269/18986",0.0111524163568773,8.8224907063197,4.59697271617435,0.00456749848063504,0.0248863616348986,0.011307460782812,"MAPK1/TP53/PTGS2",3
"BP","GO:0001894","tissue homeostasis","3/24","270/18986",0.0111111111111111,8.78981481481482,4.58639386383486,0.00461500250571222,0.0248863616348986,0.011307460782812,"EGFR/ALDH1A1/PTGS2",3
"BP","GO:0009636","response to toxic substance","3/24","270/18986",0.0111111111111111,8.78981481481482,4.58639386383486,0.00461500250571222,0.0248863616348986,0.011307460782812,"ALDH1A1/PTGS1/PTGS2",3
"BP","GO:0015833","peptide transport","3/24","270/18986",0.0111111111111111,8.78981481481482,4.58639386383486,0.00461500250571222,0.0248863616348986,0.011307460782812,"EGFR/ALOX5/HIF1A",3
"BP","GO:0060249","anatomical structure homeostasis","3/24","270/18986",0.0111111111111111,8.78981481481482,4.58639386383486,0.00461500250571222,0.0248863616348986,0.011307460782812,"EGFR/ALDH1A1/PTGS2",3
"BP","GO:0032386","regulation of intracellular transport","3/24","272/18986",0.0110294117647059,8.72518382352941,4.56539976714851,0.00471091355921175,0.025231333639168,0.0114642035589025,"MAPK1/PTGS2/PTPN1",3
"BP","GO:0050708","regulation of protein secretion","3/24","272/18986",0.0110294117647059,8.72518382352941,4.56539976714851,0.00471091355921175,0.025231333639168,0.0114642035589025,"EGFR/ALOX5/HIF1A",3
"BP","GO:0030500","regulation of bone mineralization","2/24","82/18986",0.024390243902439,19.2947154471545,5.90642347189528,0.00478159490410679,0.0255233782043538,0.0115968980248963,"ALOX5/HIF1A",2
"BP","GO:0007405","neuroblast proliferation","2/24","83/18986",0.0240963855421687,19.0622489959839,5.86697657767703,0.00489589126189134,0.0259266043186024,0.0117801093572864,"TP53/HIF1A",2
"BP","GO:0008088","axo-dendritic transport","2/24","83/18986",0.0240963855421687,19.0622489959839,5.86697657767703,0.00489589126189134,0.0259266043186024,0.0117801093572864,"MAPT/HIF1A",2
"BP","GO:0032868","response to insulin","3/24","276/18986",0.0108695652173913,8.59873188405797,4.52405231922184,0.00490636372864691,0.0259266043186024,0.0117801093572864,"MAPK1/PKM/PTPN1",3
"BP","GO:0034976","response to endoplasmic reticulum stress","3/24","277/18986",0.0108303249097473,8.56768953068592,4.51384616628527,0.00495598542360736,0.0261015232309988,0.0118595861715797,"TP53/PTPN1/ALOX5",3
"BP","GO:0070227","lymphocyte apoptotic process","2/24","84/18986",0.0238095238095238,18.8353174603175,5.82821357436049,0.00501144683321013,0.0263059335430964,0.0119524628090551,"TP53/HIF1A",2
"BP","GO:0006970","response to osmotic stress","2/24","85/18986",0.0235294117647059,18.6137254901961,5.7901144178334,0.00512825852500909,0.026829961819584,0.0121905622657936,"TP53/PTGS2",2
"BP","GO:0048864","stem cell development","2/24","86/18986",0.0232558139534884,18.3972868217054,5.75265987983549,0.00524632324947895,0.0272670747834761,0.0123891705545175,"MAPK1/HIF1A",2
"BP","GO:1900542","regulation of purine nucleotide metabolic process","2/24","86/18986",0.0232558139534884,18.3972868217054,5.75265987983549,0.00524632324947895,0.0272670747834761,0.0123891705545175,"TP53/HIF1A",2
"BP","GO:0090596","sensory organ morphogenesis","3/24","285/18986",0.0105263157894737,8.32719298245614,4.43400823572449,0.00536397734416828,0.0276146837784862,0.0125471114836293,"MAPK1/THRB/HIF1A",3
"BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","2/24","87/18986",0.0229885057471264,18.1858237547893,5.71583150570255,0.00536563792404764,0.0276146837784862,0.0125471114836293,"EGFR/CDC25A",2
"BP","GO:0006140","regulation of nucleotide metabolic process","2/24","87/18986",0.0229885057471264,18.1858237547893,5.71583150570255,0.00536563792404764,0.0276146837784862,0.0125471114836293,"TP53/HIF1A",2
"BP","GO:0034103","regulation of tissue remodeling","2/24","88/18986",0.0227272727272727,17.9791666666667,5.67961157475656,0.00548619947137294,0.0279619198863524,0.0127048829863373,"TP53/EGFR",2
"BP","GO:0042310","vasoconstriction","2/24","88/18986",0.0227272727272727,17.9791666666667,5.67961157475656,0.00548619947137294,0.0279619198863524,0.0127048829863373,"EGFR/PTGS2",2
"BP","GO:1905897","regulation of response to endoplasmic reticulum stress","2/24","88/18986",0.0227272727272727,17.9791666666667,5.67961157475656,0.00548619947137294,0.0279619198863524,0.0127048829863373,"PTPN1/ALOX5",2
"BP","GO:0048145","regulation of fibroblast proliferation","2/24","90/18986",0.0222222222222222,17.5796296296296,5.60892960897342,0.00573105090102896,0.029022629562903,0.0131868310205862,"TP53/EGFR",2
"BP","GO:1904029","regulation of cyclin-dependent protein kinase activity","2/24","90/18986",0.0222222222222222,17.5796296296296,5.60892960897342,0.00573105090102896,0.029022629562903,0.0131868310205862,"EGFR/CDC25A",2
"BP","GO:0034644","cellular response to UV","2/24","91/18986",0.021978021978022,17.3864468864469,5.57443547950384,0.00585533465475737,0.0294631488997345,0.0133869870417182,"TP53/CDC25A",2
"BP","GO:0071230","cellular response to amino acid stimulus","2/24","91/18986",0.021978021978022,17.3864468864469,5.57443547950384,0.00585533465475737,0.0294631488997345,0.0133869870417182,"EGFR/PTGS2",2
"BP","GO:0051054","positive regulation of DNA metabolic process","3/24","295/18986",0.0101694915254237,8.04491525423729,4.33849761371617,0.00590181916716226,0.0296027755051314,0.0134504283107925,"MAPK1/EGFR/CDC25A",3
"BP","GO:0051962","positive regulation of nervous system development","3/24","297/18986",0.0101010101010101,7.99074074074074,4.31993526875375,0.00601314277162695,0.0300579176785918,0.0136572284189205,"EGFR/MAPT/HIF1A",3
"BP","GO:0014033","neural crest cell differentiation","2/24","93/18986",0.021505376344086,17.0125448028674,5.50706522661494,0.00610760295752108,0.0300579176785918,0.0136572284189205,"MAPK1/HIF1A",2
"BP","GO:0014910","regulation of smooth muscle cell migration","2/24","93/18986",0.021505376344086,17.0125448028674,5.50706522661494,0.00610760295752108,0.0300579176785918,0.0136572284189205,"TERT/PTPN1",2
"BP","GO:0033273","response to vitamin","2/24","93/18986",0.021505376344086,17.0125448028674,5.50706522661494,0.00610760295752108,0.0300579176785918,0.0136572284189205,"EGFR/PTGS2",2
"BP","GO:0072384","organelle transport along microtubule","2/24","93/18986",0.021505376344086,17.0125448028674,5.50706522661494,0.00610760295752108,0.0300579176785918,0.0136572284189205,"MAPT/HIF1A",2
"BP","GO:2000106","regulation of leukocyte apoptotic process","2/24","93/18986",0.021505376344086,17.0125448028674,5.50706522661494,0.00610760295752108,0.0300579176785918,0.0136572284189205,"TP53/HIF1A",2
"BP","GO:0048511","rhythmic process","3/24","299/18986",0.0100334448160535,7.93729096989967,4.30154590833335,0.00612572752690289,0.0300579176785918,0.0136572284189205,"TP53/EGFR/TOP1",3
"BP","GO:0046889","positive regulation of lipid biosynthetic process","2/24","94/18986",0.0212765957446809,16.8315602836879,5.4741605153367,0.00623558140913247,0.0304080821803373,0.0138163304776749,"MAPK1/PTGS2",2
"BP","GO:1900182","positive regulation of protein localization to nucleus","2/24","94/18986",0.0212765957446809,16.8315602836879,5.4741605153367,0.00623558140913247,0.0304080821803373,0.0138163304776749,"TERT/PTGS2",2
"BP","GO:0000423","mitophagy","2/24","95/18986",0.0210526315789474,16.6543859649123,5.44175790005847,0.00636478533791567,0.0307533970455864,0.0139732290373684,"TP53/HIF1A",2
"BP","GO:0007589","body fluid secretion","2/24","95/18986",0.0210526315789474,16.6543859649123,5.44175790005847,0.00636478533791567,0.0307533970455864,0.0139732290373684,"EGFR/HIF1A",2
"BP","GO:0010660","regulation of muscle cell apoptotic process","2/24","95/18986",0.0210526315789474,16.6543859649123,5.44175790005847,0.00636478533791567,0.0307533970455864,0.0139732290373684,"TP53/PTPN1",2
"BP","GO:0051347","positive regulation of transferase activity","3/24","304/18986",0.00986842105263158,7.80674342105263,4.25631085501336,0.00641273264609565,0.0308906023805827,0.0140355701689257,"EGFR/MAPT/PTPN1",3
"BP","GO:0006096","glycolytic process","2/24","96/18986",0.0208333333333333,16.4809027777778,5.40984436646444,0.00649521170809983,0.0310753738116174,0.0141195236106083,"PKM/HIF1A",2
"BP","GO:0072091","regulation of stem cell proliferation","2/24","96/18986",0.0208333333333333,16.4809027777778,5.40984436646444,0.00649521170809983,0.0310753738116174,0.0141195236106083,"TP53/TERT",2
"BP","GO:0010563","negative regulation of phosphorus metabolic process","3/24","306/18986",0.00980392156862745,7.75571895424837,4.23850502023631,0.00652976209206137,0.0310753738116174,0.0141195236106083,"TP53/MAPT/PTPN1",3
"BP","GO:0045936","negative regulation of phosphate metabolic process","3/24","306/18986",0.00980392156862745,7.75571895424837,4.23850502023631,0.00652976209206137,0.0310753738116174,0.0141195236106083,"TP53/MAPT/PTPN1",3
"BP","GO:0003073","regulation of systemic arterial blood pressure","2/24","98/18986",0.0204081632653061,16.1445578231293,5.34743481207984,0.00675971965539582,0.0319771169327108,0.0145292430034036,"PTPN1/AR",2
"BP","GO:0046032","ADP catabolic process","2/24","98/18986",0.0204081632653061,16.1445578231293,5.34743481207984,0.00675971965539582,0.0319771169327108,0.0145292430034036,"PKM/HIF1A",2
"BP","GO:0098869","cellular oxidant detoxification","2/24","99/18986",0.0202020202020202,15.9814814814815,5.31691502416896,0.00689379518675222,0.0325140190897567,0.0147731918848861,"PTGS1/PTGS2",2
"BP","GO:0014909","smooth muscle cell migration","2/24","100/18986",0.02,15.8216666666667,5.28683674408813,0.007029081067984,0.0328578345781501,0.0149294091820775,"TERT/PTPN1",2
"BP","GO:0019364","pyridine nucleotide catabolic process","2/24","100/18986",0.02,15.8216666666667,5.28683674408813,0.007029081067984,0.0328578345781501,0.0149294091820775,"PKM/HIF1A",2
"BP","GO:0071229","cellular response to acid chemical","2/24","100/18986",0.02,15.8216666666667,5.28683674408813,0.007029081067984,0.0328578345781501,0.0149294091820775,"EGFR/PTGS2",2
"BP","GO:0009137","purine nucleoside diphosphate catabolic process","2/24","101/18986",0.0198019801980198,15.6650165016502,5.25718910004177,0.00716557428906252,0.0332011946531343,0.0150854195559211,"PKM/HIF1A",2
"BP","GO:0009181","purine ribonucleoside diphosphate catabolic process","2/24","101/18986",0.0198019801980198,15.6650165016502,5.25718910004177,0.00716557428906252,0.0332011946531343,0.0150854195559211,"PKM/HIF1A",2
"BP","GO:0010657","muscle cell apoptotic process","2/24","101/18986",0.0198019801980198,15.6650165016502,5.25718910004177,0.00716557428906252,0.0332011946531343,0.0150854195559211,"TP53/PTPN1",2
"BP","GO:0048534","hematopoietic or lymphoid organ development","2/24","102/18986",0.0196078431372549,15.5114379084967,5.22796159295914,0.00730327184508564,0.033531631107342,0.0152355579048683,"MAPK1/TP53",2
"BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","2/24","102/18986",0.0196078431372549,15.5114379084967,5.22796159295914,0.00730327184508564,0.033531631107342,0.0152355579048683,"TERT/AR",2
"BP","GO:0046879","hormone secretion","3/24","319/18986",0.00940438871473354,7.43965517241379,4.1265730814571,0.00732178021014747,0.033531631107342,0.0152355579048683,"EGFR/ALOX5/HIF1A",3
"BP","GO:0070371","ERK1 and ERK2 cascade","3/24","319/18986",0.00940438871473354,7.43965517241379,4.1265730814571,0.00732178021014747,0.033531631107342,0.0152355579048683,"MAPK1/EGFR/PTPN1",3
"BP","GO:0070167","regulation of biomineral tissue development","2/24","103/18986",0.0194174757281553,15.3608414239482,5.19914408020075,0.00744217073627027,0.0336245975835237,0.0152777985023073,"ALOX5/HIF1A",2
"BP","GO:0072526","pyridine-containing compound catabolic process","2/24","103/18986",0.0194174757281553,15.3608414239482,5.19914408020075,0.00744217073627027,0.0336245975835237,0.0152777985023073,"PKM/HIF1A",2
"BP","GO:2000177","regulation of neural precursor cell proliferation","2/24","103/18986",0.0194174757281553,15.3608414239482,5.19914408020075,0.00744217073627027,0.0336245975835237,0.0152777985023073,"TP53/HIF1A",2
"BP","GO:0034504","protein localization to nucleus","3/24","321/18986",0.00934579439252336,7.39330218068536,4.10991274253906,0.00744848680647678,0.0336245975835237,0.0152777985023073,"TP53/TERT/PTGS2",3
"BP","GO:0071375","cellular response to peptide hormone stimulus","3/24","321/18986",0.00934579439252336,7.39330218068536,4.10991274253906,0.00744848680647678,0.0336245975835237,0.0152777985023073,"MAPK1/PKM/PTPN1",3
"BP","GO:0009191","ribonucleoside diphosphate catabolic process","2/24","104/18986",0.0192307692307692,15.213141025641,5.1707267601275,0.00758226796794524,0.0340340437197542,0.0154638359872567,"PKM/HIF1A",2
"BP","GO:0046031","ADP metabolic process","2/24","104/18986",0.0192307692307692,15.213141025641,5.1707267601275,0.00758226796794524,0.0340340437197542,0.0154638359872567,"PKM/HIF1A",2
"BP","GO:1904951","positive regulation of establishment of protein localization","3/24","327/18986",0.00917431192660551,7.25764525993884,4.06078021285865,0.00783645148541184,0.0350753352604836,0.0159369611243503,"EGFR/PTGS2/HIF1A",3
"BP","GO:0009408","response to heat","2/24","106/18986",0.0188679245283019,14.9261006289308,5.11505510951214,0.00786604549959658,0.0351083386705158,0.0159519566777427,"MAPT/PTGS2",2
"BP","GO:0042886","amide transport","3/24","328/18986",0.00914634146341463,7.23551829268293,4.05271240350043,0.00790226068759472,0.0351706250321117,0.0159802573430381,"EGFR/ALOX5/HIF1A",3
"BP","GO:0002532","production of molecular mediator involved in inflammatory response","2/24","107/18986",0.0186915887850467,14.7866043613707,5.08778275285117,0.00800971983572406,0.0354491802253334,0.0161068227273,"ALOX5/HIF1A",2
"BP","GO:0010389","regulation of G2/M transition of mitotic cell cycle","2/24","107/18986",0.0186915887850467,14.7866043613707,5.08778275285117,0.00800971983572406,0.0354491802253334,0.0161068227273,"CDC25B/CDC25A",2
"BP","GO:0009914","hormone transport","3/24","330/18986",0.00909090909090909,7.19166666666667,4.03667812864433,0.00803486713523574,0.0354611454571857,0.0161122592950037,"EGFR/ALOX5/HIF1A",3
"BP","GO:0009134","nucleoside diphosphate catabolic process","2/24","108/18986",0.0185185185185185,14.6496913580247,5.06087451101056,0.00815458058462949,0.0358892404560295,0.0163067701472433,"PKM/HIF1A",2
"BP","GO:0048144","fibroblast proliferation","2/24","109/18986",0.018348623853211,14.5152905198777,5.03432208254644,0.00830062477709158,0.036430519855013,0.01655270788882,"TP53/EGFR",2
"BP","GO:0090398","cellular senescence","2/24","110/18986",0.0181818181818182,14.3833333333333,5.00811742980162,0.00844784944895715,0.0368718290866085,0.016753222809505,"TP53/TERT",2
"BP","GO:1901655","cellular response to ketone","2/24","110/18986",0.0181818181818182,14.3833333333333,5.00811742980162,0.00844784944895715,0.0368718290866085,0.016753222809505,"EGFR/AR",2
"BP","GO:0035249","synaptic transmission, glutamatergic","2/24","111/18986",0.018018018018018,14.2537537537538,4.98225276820885,0.00859625164113404,0.0374161917162308,0.01700056145934,"EGFR/PTGS2",2
"BP","GO:0014013","regulation of gliogenesis","2/24","112/18986",0.0178571428571429,14.1264880952381,4.95672055611988,0.0087458283995838,0.037755215495471,0.0171546015775558,"TP53/EGFR",2
"BP","GO:0032204","regulation of telomere maintenance","2/24","112/18986",0.0178571428571429,14.1264880952381,4.95672055611988,0.0087458283995838,0.037755215495471,0.0171546015775558,"MAPK1/TP53",2
"BP","GO:0140888","interferon-mediated signaling pathway","2/24","112/18986",0.0178571428571429,14.1264880952381,4.95672055611988,0.0087458283995838,0.037755215495471,0.0171546015775558,"TP53/PTPN1",2
"BP","GO:0019216","regulation of lipid metabolic process","3/24","344/18986",0.00872093023255814,6.89898255813954,3.92806740867132,0.00900024869072407,0.0386395141689458,0.0175563948455836,"MAPK1/MAPT/PTGS2",3
"BP","GO:0010821","regulation of mitochondrion organization","2/24","114/18986",0.0175438596491228,13.8786549707602,4.90662447086945,0.00904849382437338,0.0386395141689458,0.0175563948455836,"TP53/MAPT",2
"BP","GO:0014812","muscle cell migration","2/24","114/18986",0.0175438596491228,13.8786549707602,4.90662447086945,0.00904849382437338,0.0386395141689458,0.0175563948455836,"TERT/PTPN1",2
"BP","GO:0090277","positive regulation of peptide hormone secretion","2/24","114/18986",0.0175438596491228,13.8786549707602,4.90662447086945,0.00904849382437338,0.0386395141689458,0.0175563948455836,"EGFR/HIF1A",2
"BP","GO:0000422","autophagy of mitochondrion","2/24","115/18986",0.0173913043478261,13.7579710144928,4.88204664423674,0.00920157660784,0.0391873073864884,0.0178052922302366,"TP53/HIF1A",2
"BP","GO:0002793","positive regulation of peptide secretion","2/24","116/18986",0.0172413793103448,13.639367816092,4.85777334304642,0.00935582219181857,0.0395245964253298,0.0179585441452864,"EGFR/HIF1A",2
"BP","GO:0009135","purine nucleoside diphosphate metabolic process","2/24","116/18986",0.0172413793103448,13.639367816092,4.85777334304642,0.00935582219181857,0.0395245964253298,0.0179585441452864,"PKM/HIF1A",2
"BP","GO:0009179","purine ribonucleoside diphosphate metabolic process","2/24","116/18986",0.0172413793103448,13.639367816092,4.85777334304642,0.00935582219181857,0.0395245964253298,0.0179585441452864,"PKM/HIF1A",2
"BP","GO:1903076","regulation of protein localization to plasma membrane","2/24","117/18986",0.0170940170940171,13.522792022792,4.833798104071,0.00951122764743115,0.0400739724878432,0.0182081607173278,"EGFR/AR",2
"BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","2/24","118/18986",0.0169491525423729,13.4081920903955,4.81011465545355,0.00966779005081028,0.0406252879794687,0.018458658495668,"TP53/PTPN1",2
"BP","GO:0015980","energy derivation by oxidation of organic compounds","3/24","356/18986",0.00842696629213483,6.66643258426966,3.83969871264494,0.00987998787771482,0.041406845747452,0.0188137700198283,"TP53/CYP1A2/HIF1A",3
"BP","GO:0032355","response to estradiol","2/24","120/18986",0.0166666666666667,13.1847222222222,4.76359895563167,0.00998437403040801,0.041733626899589,0.0189622475319918,"EGFR/PTGS2",2
"BP","GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway","2/24","122/18986",0.0163934426229508,12.9685792349727,4.71817962931211,0.0103055508396106,0.042736929991036,0.019418112094528,"MAPK1/AR",2
"BP","GO:0071482","cellular response to light stimulus","2/24","122/18986",0.0163934426229508,12.9685792349727,4.71817962931211,0.0103055508396106,0.042736929991036,0.019418112094528,"TP53/CDC25A",2
"BP","GO:0071887","leukocyte apoptotic process","2/24","122/18986",0.0163934426229508,12.9685792349727,4.71817962931211,0.0103055508396106,0.042736929991036,0.019418112094528,"TP53/HIF1A",2
"BP","GO:0043010","camera-type eye development","3/24","362/18986",0.00828729281767956,6.55593922651934,3.7970309823039,0.0103381526077195,0.0427598982204105,0.0194285480255296,"EGFR/THRB/HIF1A",3
"BP","GO:0006090","pyruvate metabolic process","2/24","126/18986",0.0158730158730159,12.5568783068783,4.63045661075298,0.0109615901811511,0.0451023762661947,0.0204928851522617,"PKM/HIF1A",2
"BP","GO:0009185","ribonucleoside diphosphate metabolic process","2/24","126/18986",0.0158730158730159,12.5568783068783,4.63045661075298,0.0109615901811511,0.0451023762661947,0.0204928851522617,"PKM/HIF1A",2
"BP","GO:0009306","protein secretion","3/24","371/18986",0.00808625336927224,6.39690026954178,3.73481141687903,0.0110484652811446,0.0453417536213208,0.020601649546796,"EGFR/ALOX5/HIF1A",3
"BP","GO:0022612","gland morphogenesis","2/24","127/18986",0.015748031496063,12.4580052493438,4.6091452831635,0.0111284343635905,0.0455516225245415,0.0206970063702447,"EGFR/AR",2
"BP","GO:0010506","regulation of autophagy","3/24","373/18986",0.00804289544235925,6.36260053619303,3.72126437216241,0.0112100903976284,0.0457672941298523,0.0207949997312187,"TP53/MAPT/HIF1A",3
"BP","GO:0035592","establishment of protein localization to extracellular region","3/24","374/18986",0.00802139037433155,6.34558823529412,3.71452796353251,0.0112914198807919,0.0458825766478751,0.020847379929281,"EGFR/ALOX5/HIF1A",3
"BP","GO:0072089","stem cell proliferation","2/24","128/18986",0.015625,12.3606770833333,4.58807211186394,0.0112964065291287,0.0458825766478751,0.020847379929281,"TP53/TERT",2
"BP","GO:0044282","small molecule catabolic process","3/24","375/18986",0.008,6.32866666666667,3.70781608113632,0.011373094361477,0.0459784162880665,0.0208909259883154,"TP53/PKM/CYP3A4",3
"BP","GO:0003206","cardiac chamber morphogenesis","2/24","129/18986",0.0155038759689922,12.2648578811369,4.56723251746318,0.0114655038085432,0.0459784162880665,0.0208909259883154,"TP53/HIF1A",2
"BP","GO:0007613","memory","2/24","129/18986",0.0155038759689922,12.2648578811369,4.56723251746318,0.0114655038085432,0.0459784162880665,0.0208909259883154,"MAPT/PTGS2",2
"BP","GO:0009154","purine ribonucleotide catabolic process","2/24","129/18986",0.0155038759689922,12.2648578811369,4.56723251746318,0.0114655038085432,0.0459784162880665,0.0208909259883154,"PKM/HIF1A",2
"BP","GO:0043200","response to amino acid","2/24","129/18986",0.0155038759689922,12.2648578811369,4.56723251746318,0.0114655038085432,0.0459784162880665,0.0208909259883154,"EGFR/PTGS2",2
"BP","GO:0008286","insulin receptor signaling pathway","2/24","130/18986",0.0153846153846154,12.1705128205128,4.5466220435721,0.0116357233375362,0.0464253607911797,0.0210940013721416,"MAPK1/PTPN1",2
"BP","GO:0021987","cerebral cortex development","2/24","130/18986",0.0153846153846154,12.1705128205128,4.5466220435721,0.0116357233375362,0.0464253607911797,0.0210940013721416,"EGFR/HIF1A",2
"BP","GO:0090287","regulation of cellular response to growth factor stimulus","3/24","381/18986",0.0078740157480315,6.22900262467192,3.66805096243792,0.0118704018454856,0.047183047744659,0.0214382668633294,"TP53/PTPN1/HIF1A",3
"BP","GO:0071692","protein localization to extracellular region","3/24","382/18986",0.00785340314136126,6.21269633507853,3.66150635636205,0.0119544990831677,0.047183047744659,0.0214382668633294,"EGFR/ALOX5/HIF1A",3
"BP","GO:0030522","intracellular receptor signaling pathway","3/24","384/18986",0.0078125,6.18033854166667,3.64848684757163,0.0121237353895415,0.047183047744659,0.0214382668633294,"MAPK1/AR/THRB",3
